No,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5,pm2.5_pre
535,-18,-7,1031,NW,20.12,0,0,22,22
536,-18,-7,1031,NW,24.14,0,0,24,24
537,-18,-6,1031,NW,25.93,0,0,24,24
538,-18,-2,1031,NW,30.85,0,0,41,41
539,-17,-1,1031,NW,38.9,0,0,23,23
540,-17,0,1030,NW,46.95,0,0,19,19
541,-19,1,1029,NW,55,0,0,15,15
542,-20,2,1027,NW,63.05,0,0,19,19
543,-19,2,1025,NW,71.1,0,0,17,17
544,-19,3,1024,NW,79.15,0,0,17,17
545,-19,3,1024,NW,86.3,0,0,22,22
546,-18,2,1024,NW,91.22,0,0,NA,NA
547,-18,1,1024,NW,96.14,0,0,NA,NA
548,-17,0,1024,NW,100.16,0,0,NA,NA
549,-18,0,1024,SE,1.79,0,0,NA,NA
550,-15,-3,1024,cv,0.89,0,0,NA,NA
551,-16,0,1023,NW,1.79,0,0,NA,NA
552,-16,0,1023,NW,4.92,0,0,NA,NA
553,-15,-2,1022,NW,6.71,0,0,NA,NA
554,-14,-7,1022,cv,0.45,0,0,NA,NA
555,-14,-8,1021,NW,1.79,0,0,NA,NA
556,-16,-11,1021,NW,3.58,0,0,NA,NA
557,-14,-9,1019,NW,4.47,0,0,NA,NA
558,-15,-10,1019,cv,0.89,0,0,NA,NA
559,-16,-12,1019,SE,0.89,0,0,NA,NA
560,-15,-12,1019,cv,0.89,0,0,NA,NA
561,-16,-13,1019,NE,1.79,0,0,NA,NA
562,-13,-7,1020,cv,0.89,0,0,NA,NA
563,-12,-4,1019,cv,1.78,0,0,NA,NA
564,-13,0,1019,cv,2.67,0,0,NA,NA
565,-16,4,1018,NW,4.02,0,0,NA,NA
566,-19,5,1017,NW,13.85,0,0,NA,NA
567,-18,5,1017,NW,22.79,0,0,NA,NA
568,-19,5,1017,NW,32.62,0,0,NA,NA
569,-20,5,1018,NW,40.67,0,0,NA,NA
570,-19,3,1020,NW,49.61,0,0,NA,NA
571,-18,1,1023,NW,61.68,0,0,NA,NA
572,-20,-1,1027,NW,76.88,0,0,NA,NA
573,-20,-2,1028,NW,89.84,0,0,NA,NA
574,-21,-3,1029,NW,98.78,0,0,NA,NA
575,-25,-4,1030,NW,113.98,0,0,NA,NA
576,-26,-5,1031,NW,129.18,0,0,NA,NA
577,-25,-5,1031,NW,141.25,0,0,NA,NA
578,-25,-6,1031,NW,150.19,0,0,NA,NA
579,-24,-6,1032,NW,162.26,0,0,NA,NA
580,-24,-6,1033,NW,172.09,0,0,NA,NA
581,-23,-6,1033,NW,181.92,0,0,NA,NA
582,-22,-7,1033,NW,187.73,0,0,NA,NA
583,-21,-7,1033,NW,192.65,0,0,NA,NA
584,-21,-7,1034,NW,196.67,0,0,NA,NA
585,-21,-6,1035,NW,201.59,0,0,NA,NA
586,-21,-4,1036,NW,207.4,0,0,NA,NA
587,-22,-3,1036,NW,216.34,0,0,NA,NA
588,-22,-2,1036,NW,222.15,0,0,NA,NA
589,-23,-1,1035,NW,230.2,0,0,NA,NA
590,-26,1,1033,NW,238.25,0,0,NA,NA
591,-25,2,1032,NW,245.4,0,0,NA,NA
592,-25,2,1031,NW,252.55,0,0,NA,NA
593,-24,2,1031,NW,257.47,0,0,NA,NA
594,-22,1,1031,SE,4.02,0,0,NA,NA
595,-19,-1,1031,SE,7.15,0,0,NA,NA
596,-19,-1,1031,SE,10.28,0,0,NA,NA
597,-17,-4,1031,SE,12.07,0,0,NA,NA
598,-18,-1,1031,SE,15.2,0,0,NA,NA
599,-18,-5,1030,cv,0.89,0,0,NA,NA
600,-18,-3,1030,SE,3.13,0,0,NA,NA
601,-16,-9,1030,cv,0.89,0,0,NA,NA
602,-16,-8,1029,cv,1.78,0,0,NA,NA
603,-16,-11,1029,cv,2.23,0,0,NA,NA
604,-16,-12,1029,cv,3.12,0,0,NA,NA
605,-16,-10,1028,NW,3.13,0,0,NA,NA
606,-17,-10,1028,NW,4.92,0,0,NA,NA
607,-17,-12,1027,NW,6.71,0,0,NA,NA
608,-17,-10,1027,NW,8.5,0,0,NA,NA
609,-18,-13,1028,NE,1.79,0,0,NA,NA
610,-16,-8,1028,NW,4.02,0,0,NA,NA
611,-16,-6,1027,NW,5.81,0,0,NA,NA
612,-15,-3,1027,cv,0.89,0,0,NA,NA
613,-15,-1,1025,SE,1.79,0,0,88,88
614,-18,0,1024,SE,3.58,0,0,85,85
615,-19,1,1023,cv,0.89,0,0,90,90
616,-18,2,1021,SE,1.79,0,0,127,127
617,-17,1,1021,SE,4.92,0,0,144,144
618,-14,-1,1021,SE,5.81,0,0,203,203
619,-13,-3,1021,SE,6.7,0,0,199,199
620,-13,-3,1021,cv,0.89,0,0,231,231
621,-11,-5,1020,NE,0.89,0,0,274,274
622,-13,-6,1020,NW,1.79,0,0,340,340
623,-11,-5,1020,cv,0.89,0,0,298,298
624,-11,-4,1019,NW,1.79,0,0,268,268
625,-11,-4,1019,NW,3.58,0,0,299,299
626,-12,-3,1018,NW,5.37,0,0,300,300
627,-11,-4,1017,NW,7.16,0,0,240,240
628,-11,-4,1016,NW,10.29,0,0,213,213
629,-12,-3,1016,NW,12.08,0,0,171,171
630,-11,-4,1016,NW,15.21,0,0,153,153
631,-11,-5,1015,NW,17,0,0,153,153
632,-11,-4,1015,NW,18.79,0,0,140,140
633,-11,-3,1015,NE,3.13,0,0,147,147
634,-10,-1,1015,NE,6.26,0,0,158,158
635,-9,1,1015,NE,9.39,0,0,153,153
636,-9,3,1015,NW,1.79,0,0,154,154
637,-9,4,1014,NW,4.92,0,0,143,143
638,-9,6,1013,NW,8.05,0,0,90,90
639,-13,8,1012,NW,16.1,0,0,55,55
640,-14,8,1013,NW,24.15,0,0,52,52
641,-14,7,1014,NW,32.2,0,0,41,41
642,-13,7,1015,NW,39.35,0,0,29,29
643,-13,5,1016,NW,47.4,0,0,37,37
644,-12,4,1018,NW,52.32,0,0,49,49
645,-13,3,1019,NW,56.34,0,0,56,56
646,-14,3,1020,NW,62.15,0,0,38,38
647,-14,3,1021,NW,67.96,0,0,37,37
648,-14,0,1022,NW,71.98,0,0,28,28
649,-13,-1,1023,NW,76.9,0,0,20,20
650,-15,-1,1023,NE,7.15,0,0,22,22
651,-15,-1,1024,NE,12.07,0,0,27,27
652,-15,-2,1025,NE,16.09,0,0,34,34
653,-15,-2,1025,NE,21.01,0,0,27,27
654,-15,-3,1025,NE,25.03,0,0,32,32
655,-15,-3,1025,NW,3.13,0,0,28,28
656,-15,-3,1026,NW,8.05,0,0,28,28
657,-16,-3,1027,NW,12.97,0,0,18,18
658,-17,-2,1028,NW,20.12,0,0,17,17
659,-18,-2,1029,NW,25.93,0,0,16,16
660,-19,-1,1028,NW,35.76,0,0,18,18
661,-21,1,1027,NW,44.7,0,0,16,16
662,-24,1,1026,NW,53.64,0,0,12,12
663,-25,1,1026,NW,62.58,0,0,13,13
664,-25,1,1026,NW,72.41,0,0,23,23
665,-24,1,1026,NW,82.24,0,0,21,21
666,-25,0,1026,NW,91.18,0,0,13,13
667,-22,0,1027,NW,99.23,0,0,14,14
668,-20,-1,1027,NW,103.25,0,0,23,23
669,-21,-1,1027,NW,105.04,0,0,16,16
670,-21,-4,1028,NE,0.89,0,0,25,25
671,-21,-2,1027,NW,4.02,0,0,20,20
672,-22,-2,1027,NW,7.15,0,0,25,25
673,-22,-1,1027,NW,12.07,0,0,19,19
674,-21,-4,1027,NW,15.2,0,0,24,24
675,-21,-4,1026,cv,0.89,0,0,25,25
676,-19,-8,1026,NE,1.79,0,0,20,20
677,-20,-7,1025,cv,0.89,0,0,24,24
678,-20,-8,1024,NW,1.79,0,0,17,17
679,-18,-10,1024,cv,0.89,0,0,10,10
680,-21,-2,1024,NW,4.02,0,0,11,11
681,-21,-1,1025,NW,9.83,0,0,16,16
682,-24,1,1025,NW,17.88,0,0,20,20
683,-25,2,1025,NW,26.82,0,0,13,13
684,-24,3,1024,NW,33.97,0,0,12,12
685,-25,4,1023,NW,42.02,0,0,12,12
686,-24,5,1022,NW,50.07,0,0,12,12
687,-25,6,1020,NW,57.22,0,0,12,12
688,-25,6,1020,NW,65.27,0,0,31,31
689,-23,6,1020,NW,72.42,0,0,36,36
690,-22,5,1020,NW,78.23,0,0,42,42
691,-21,5,1020,NW,84.04,0,0,52,52
692,-20,5,1020,NW,89.85,0,0,26,26
693,-20,3,1020,NW,93.87,0,0,24,24
694,-20,3,1020,NW,97.89,0,0,25,25
695,-19,3,1021,NW,101.02,0,0,43,43
696,-19,3,1020,NW,105.94,0,0,47,47
697,-18,0,1020,NW,109.96,0,0,61,61
698,-18,0,1020,NW,114.88,0,0,66,66
699,-15,-1,1020,cv,1.79,0,0,65,65
700,-15,-2,1020,NW,0.89,0,0,70,70
701,-16,-1,1020,NW,4.02,0,0,36,36
702,-16,-4,1019,NW,8.94,0,0,37,37
703,-15,-5,1020,cv,0.89,0,0,22,22
704,-16,-5,1020,NW,3.13,0,0,24,24
705,-15,-6,1021,cv,0.89,0,0,29,29
706,-15,0,1021,NW,4.02,0,0,35,35
707,-18,3,1021,NW,8.04,0,0,35,35
708,-21,5,1020,NW,12.96,0,0,33,33
709,-22,6,1020,NW,18.77,0,0,32,32
710,-22,7,1019,NW,25.92,0,0,25,25
711,-22,7,1018,NW,35.75,0,0,16,16
712,-23,7,1018,NW,45.58,0,0,26,26
713,-23,7,1017,NW,52.73,0,0,32,32
714,-22,6,1018,NW,58.54,0,0,36,36
715,-21,5,1018,NW,64.35,0,0,37,37
716,-21,5,1019,NW,70.16,0,0,45,45
717,-19,4,1019,NW,74.18,0,0,71,71
718,-19,5,1020,NW,78.2,0,0,67,67
719,-19,2,1020,NW,81.33,0,0,69,69
720,-18,2,1021,NW,84.46,0,0,94,94
721,-18,1,1021,NW,87.59,0,0,85,85
722,-18,1,1021,NW,90.72,0,0,35,35
723,-16,-3,1022,NW,93.85,0,0,26,26
724,-15,-2,1022,NW,95.64,0,0,24,24
725,-15,0,1022,NW,99.66,0,0,20,20
726,-17,1,1023,NW,105.47,0,0,16,16
727,-15,0,1023,NW,109.49,0,0,18,18
728,-18,0,1025,NW,113.51,0,0,19,19
729,-17,0,1025,NW,116.64,0,0,22,22
730,-17,2,1026,NW,120.66,0,0,17,17
731,-19,3,1026,NW,129.6,0,0,18,18
732,-19,4,1026,NW,138.54,0,0,11,11
733,-20,5,1025,NW,145.69,0,0,11,11
734,-17,5,1024,NE,4.02,0,0,16,16
735,-18,6,1024,NE,7.15,0,0,18,18
736,-18,6,1024,cv,0.89,0,0,17,17
737,-18,5,1024,SE,1.79,0,0,19,19
738,-17,4,1024,SE,3.58,0,0,26,26
739,-17,1,1024,NE,1.79,0,0,24,24
740,-15,-1,1025,NE,2.68,0,0,54,54
741,-13,-1,1025,cv,0.89,0,0,71,71
742,-8,-1,1026,SE,5.81,0,0,129,129
743,-7,-2,1027,SE,10.73,0,0,145,145
744,-7,-2,1027,SE,13.86,0,0,101,101
745,-8,-3,1027,SE,15.65,0,0,65,65
746,-9,-4,1027,NE,0.89,0,0,70,70
747,-9,-4,1027,NE,1.78,0,0,67,67
748,-9,-4,1027,cv,0.89,0,0,76,76
749,-9,-4,1026,SE,0.89,0,0,76,76
750,-9,-5,1027,cv,0.89,0,0,68,68
751,-10,-4,1027,SE,0.89,0,0,73,73
752,-10,-4,1027,cv,0.89,0,0,73,73
753,-10,-6,1028,NE,0.89,0,0,64,64
754,-9,-3,1028,SE,1.79,0,0,53,53
755,-9,-2,1028,cv,0.89,0,0,72,72
756,-9,-1,1028,SE,1.79,0,0,78,78
757,-10,0,1027,SE,6.71,0,0,72,72
758,-12,0,1026,SE,10.73,0,0,56,56
759,-14,1,1026,SE,14.75,0,0,54,54
760,-14,0,1025,SE,16.54,0,0,40,40
761,-12,0,1026,SE,19.67,0,0,49,49
762,-10,-1,1025,SE,21.46,0,0,63,63
763,-9,-2,1026,SE,23.25,0,0,66,66
764,-10,-2,1026,SE,26.38,0,0,64,64
765,-10,-4,1027,SE,30.4,0,0,63,63
766,-10,-5,1027,SE,34.42,0,0,65,65
767,-10,-5,1027,SE,39.34,0,0,64,64
768,-11,-7,1027,SE,41.13,0,0,64,64
769,-10,-7,1028,SE,42.92,0,0,62,62
770,-11,-8,1028,cv,0.89,0,0,56,56
771,-11,-9,1028,cv,1.34,0,0,87,87
772,-11,-10,1028,NE,1.79,0,0,72,72
773,-12,-10,1028,cv,0.89,0,0,104,104
774,-13,-11,1028,NE,0.89,0,0,97,97
775,-11,-9,1028,cv,0.89,0,0,96,96
776,-11,-8,1028,SE,0.89,0,0,86,86
777,-10,-7,1029,NW,1.79,0,0,85,85
778,-14,-6,1029,NE,4.92,0,0,92,92
779,-18,-5,1029,NE,10.73,0,0,55,55
780,-20,-3,1029,NE,14.75,0,0,36,36
781,-20,-2,1028,NE,16.54,0,0,27,27
782,-20,-1,1028,NE,18.33,0,0,25,25
783,-20,0,1027,cv,1.79,0,0,28,28
784,-22,0,1027,cv,2.68,0,0,32,32
785,-22,1,1027,cv,3.57,0,0,35,35
786,-19,-2,1027,NE,1.79,0,0,43,43
787,-20,-4,1028,NW,3.13,0,0,70,70
788,-21,-3,1029,NW,4.02,0,0,83,83
789,-19,-6,1029,cv,0.89,0,0,66,66
790,-16,-7,1029,NE,0.89,0,0,70,70
791,-21,-5,1030,NW,1.79,0,0,80,80
792,-19,-8,1030,NW,4.92,0,0,88,88
793,-20,-8,1030,NW,8.05,0,0,69,69
794,-21,-8,1030,cv,0.89,0,0,71,71
795,-18,-10,1030,NE,0.89,0,0,62,62
796,-17,-10,1030,cv,0.89,0,0,73,73
797,-17,-12,1030,SE,0.89,0,0,107,107
798,-17,-13,1030,NW,1.79,0,0,94,94
799,-17,-13,1030,NW,4.92,0,0,121,121
800,-19,-11,1030,cv,0.89,0,0,132,132
801,-18,-11,1030,cv,1.34,0,0,161,161
802,-18,-8,1030,NW,1.79,0,0,120,120
803,-19,-4,1030,NE,3.13,0,0,72,72
804,-20,-2,1030,NW,4.92,0,0,58,58
805,-22,0,1029,NW,12.07,0,0,34,34
806,-23,1,1027,NW,19.22,0,0,14,14
807,-24,1,1026,NW,28.16,0,0,17,17
808,-25,2,1026,NW,37.1,0,0,15,15
809,-22,2,1026,NW,46.93,0,0,23,23
810,-21,1,1026,NW,54.08,0,0,34,34
811,-22,1,1026,NW,59,0,0,96,96
812,-17,0,1027,NW,63.02,0,0,87,87
813,-20,-4,1027,cv,0.89,0,0,87,87
814,-20,-5,1028,NW,1.79,0,0,95,95
815,-21,-6,1028,NW,4.92,0,0,105,105
816,-21,-7,1028,cv,0.45,0,0,114,114
817,-21,-7,1028,NW,1.79,0,0,103,103
818,-21,-8,1028,NW,4.92,0,0,99,99
819,-21,-9,1028,cv,0.89,0,0,102,102
820,-19,-10,1028,cv,1.34,0,0,104,104
821,-19,-10,1028,NW,1.79,0,0,78,78
822,-19,-12,1028,cv,0.89,0,0,33,33
823,-18,-12,1028,SE,0.89,0,0,29,29
824,-20,-15,1028,NW,4.02,0,0,27,27
825,-17,-10,1028,NW,8.04,0,0,27,27
826,-19,-5,1028,NW,12.06,0,0,26,26
827,-20,-3,1028,NW,15.19,0,0,33,33
828,-20,-2,1028,NE,4.02,0,0,29,29
829,-22,0,1027,NW,3.13,0,0,31,31
830,-22,1,1025,NW,7.15,0,0,28,28
831,-22,1,1025,NE,1.79,0,0,28,28
832,-23,1,1024,NE,4.92,0,0,61,61
833,-23,1,1024,NE,6.71,0,0,64,64
834,-22,0,1024,NE,8.5,0,0,80,80
835,-20,-4,1025,NE,11.63,0,0,91,91
836,-22,-3,1026,NE,14.76,0,0,79,79
837,-22,-3,1026,NE,15.65,0,0,48,48
838,-20,-5,1027,NW,1.79,0,0,59,59
839,-21,-3,1027,cv,0.89,0,0,82,82
840,-19,-4,1027,NE,1.79,0,0,63,63
841,-19,-4,1027,NE,4.92,0,0,48,48
842,-19,-4,1027,NE,8.05,0,0,54,54
843,-19,-4,1028,cv,0.89,0,0,42,42
844,-19,-5,1028,NE,1.79,0,0,47,47
845,-15,-5,1028,SE,1.79,0,0,87,87
846,-13,-6,1028,NE,0.89,0,0,105,105
847,-13,-7,1029,cv,0.89,0,0,90,90
848,-12,-7,1030,cv,1.78,0,0,101,101
849,-19,-6,1030,NE,3.13,0,0,126,126
850,-18,-5,1031,NE,4.92,0,0,114,114
851,-14,-4,1031,cv,1.79,0,0,103,103
852,-13,-3,1031,SE,1.79,0,0,114,114
853,-14,-2,1031,SE,3.58,0,0,100,100
854,-13,-1,1030,SE,6.71,0,0,72,72
855,-14,-1,1029,cv,1.79,0,0,68,68
856,-13,-1,1029,SE,1.79,0,0,72,72
857,-12,-1,1029,SE,3.58,0,0,71,71
858,-12,-2,1030,SE,5.37,0,0,80,80
859,-12,-4,1030,SE,6.26,0,0,70,70
860,-13,-4,1031,SE,8.05,0,0,63,63
861,-13,-5,1031,SE,8.94,0,0,67,67
862,-12,-5,1032,SE,9.83,0,0,62,62
863,-12,-6,1033,SE,11.62,0,0,69,69
864,-11,-6,1033,SE,13.41,0,0,58,58
865,-11,-7,1033,SE,15.2,0,0,51,51
866,-11,-8,1033,SE,16.99,0,0,51,51
867,-11,-8,1033,SE,18.78,0,0,54,54
868,-11,-8,1033,SE,20.57,0,0,45,45
869,-11,-7,1032,SE,23.7,0,0,47,47
870,-11,-7,1032,SE,25.49,0,0,85,85
871,-12,-7,1032,SE,27.28,0,0,78,78
872,-12,-7,1032,SE,29.07,0,0,68,68
873,-13,-7,1033,cv,0.89,0,0,64,64
874,-12,-6,1033,SE,1.79,1,0,65,65
875,-11,-5,1032,SE,4.92,0,0,80,80
876,-11,-4,1032,SE,8.05,0,0,74,74
877,-11,-3,1031,SE,11.18,0,0,93,93
878,-11,-3,1030,SE,15.2,0,0,77,77
879,-12,-2,1029,SE,19.22,0,0,67,67
880,-12,-2,1029,SE,22.35,0,0,84,84
881,-12,-2,1028,SE,25.48,0,0,77,77
882,-12,-2,1027,SE,29.5,0,0,83,83
883,-10,-3,1028,SE,33.52,0,0,82,82
884,-9,-3,1029,SE,35.31,1,0,100,100
885,-7,-4,1029,SE,37.1,2,0,189,189
886,-6,-5,1028,SE,38.89,3,0,99,99
887,-6,-5,1028,SE,42.02,4,0,71,71
888,-6,-5,1027,SE,45.15,5,0,43,43
889,-6,-5,1027,SE,46.94,6,0,64,64
890,-7,-5,1026,SE,48.73,7,0,68,68
891,-7,-5,1025,cv,0.89,8,0,69,69
892,-7,-5,1025,cv,1.78,9,0,65,65
893,-7,-6,1024,NW,0.89,10,0,71,71
894,-7,-6,1024,cv,0.89,0,0,77,77
895,-7,-6,1024,NW,0.89,0,0,81,81
896,-7,-6,1023,NW,1.78,0,0,88,88
897,-6,-5,1024,NE,1.79,0,0,90,90
898,-6,-5,1024,NW,1.79,1,0,92,92
899,-6,-4,1023,NW,3.58,0,0,88,88
900,-6,-4,1023,cv,0.89,0,0,80,80
901,-6,-3,1023,cv,1.78,0,0,100,100
902,-7,-3,1022,cv,2.67,0,0,105,105
903,-7,-3,1021,cv,3.56,0,0,118,118
904,-6,-2,1020,SE,1.79,0,0,125,125
905,-6,-2,1020,SE,3.58,0,0,141,141
906,-6,-3,1020,SE,5.37,0,0,152,152
907,-7,-4,1020,cv,0.89,0,0,164,164
908,-7,-5,1021,SE,0.89,0,0,147,147
909,-7,-5,1021,SE,1.78,0,0,162,162
910,-6,-4,1022,SE,2.67,0,0,157,157
911,-5,-3,1022,cv,0.89,0,0,156,156
912,-7,-5,1020,NE,1.79,0,0,160,160
913,-6,-4,1021,cv,0.89,0,0,178,178
914,-6,-5,1020,cv,1.34,0,0,187,187
915,-7,-6,1020,SE,0.89,0,0,181,181
916,-8,-6,1020,NE,0.89,0,0,185,185
917,-6,-5,1019,cv,0.89,0,0,197,197
918,-6,-4,1019,NE,1.79,0,0,180,180
919,-6,-4,1019,NW,1.79,0,0,172,172
920,-6,-4,1020,NW,4.92,0,0,166,166
921,-6,-4,1019,NW,8.05,0,0,136,136
922,-5,-3,1020,NW,12.07,0,0,133,133
923,-5,-2,1020,NW,15.2,0,0,140,140
924,-5,-1,1019,cv,0.89,0,0,159,159
925,-5,0,1019,cv,2.68,0,0,169,169
926,-5,2,1017,NW,1.79,0,0,170,170
927,-5,4,1017,cv,0.89,0,0,184,184
928,-5,5,1017,SE,1.79,0,0,163,163
929,-4,4,1017,SE,4.92,0,0,140,140
930,-4,3,1017,SE,6.71,0,0,144,144
931,-5,1,1019,cv,0.89,0,0,166,166
932,-4,0,1020,SE,0.89,0,0,196,196
933,-4,-1,1020,cv,0.89,0,0,227,227
934,-5,-2,1020,cv,1.78,0,0,210,210
935,-4,-2,1021,cv,2.23,0,0,233,233
936,-4,-3,1021,cv,3.12,0,0,258,258
937,-5,-3,1021,NW,1.79,0,0,247,247
938,-5,-3,1022,SE,0.89,0,0,230,230
939,-6,-4,1022,cv,0.89,0,0,273,273
940,-5,-3,1022,NW,0.89,0,0,253,253
941,-6,-5,1022,NW,2.68,0,0,254,254
942,-6,-5,1022,NW,5.81,0,0,241,241
943,-5,-4,1023,cv,0.89,0,0,229,229
944,-5,-4,1023,cv,1.34,0,0,199,199
945,-4,-3,1024,cv,2.23,0,0,193,193
946,-9,1,1025,NW,4.02,0,0,207,207
947,-15,2,1025,NW,8.04,0,0,176,176
948,-17,3,1025,NE,3.13,0,0,91,91
949,-18,4,1025,NE,4.92,0,0,58,58
950,-16,4,1024,cv,0.89,0,0,39,39
951,-14,5,1023,cv,1.78,0,0,50,50
952,-13,4,1023,SE,1.79,0,0,51,51
953,-12,4,1023,cv,0.89,0,0,49,49
954,-11,3,1024,SE,1.79,0,0,54,54
955,-10,2,1024,SE,3.58,0,0,153,153
956,-7,2,1025,SE,6.71,0,0,181,181
957,-6,0,1025,cv,0.89,0,0,181,181
958,-8,-1,1026,NE,3.13,0,0,182,182
959,-15,1,1026,NE,8.05,0,0,156,156
960,-18,1,1027,NE,12.07,0,0,27,27
961,-20,0,1028,NE,16.09,0,0,16,16
962,-19,0,1028,NE,21.01,0,0,22,22
963,-21,-1,1028,NE,25.03,0,0,21,21
964,-21,-1,1029,NE,29.95,0,0,6,6
965,-22,-2,1029,NE,34.87,0,0,8,8
966,-22,-2,1030,NE,39.79,0,0,8,8
967,-22,-3,1030,NE,45.6,0,0,8,8
968,-22,-3,1031,NE,51.41,0,0,10,10
969,-23,-4,1032,NE,58.56,0,0,9,9
970,-23,-4,1033,NE,65.71,0,0,20,20
971,-22,-3,1033,NE,71.52,0,0,14,14
972,-24,-2,1032,NE,77.33,0,0,16,16
973,-24,-1,1032,NE,83.14,0,0,14,14
974,-26,0,1031,NW,5.81,0,0,10,10
975,-26,0,1030,NE,5.81,0,0,7,7
976,-22,0,1030,NE,11.62,0,0,8,8
977,-22,0,1030,NE,17.43,0,0,12,12
978,-23,-1,1030,NE,24.58,0,0,15,15
979,-23,-1,1031,NE,31.73,0,0,8,8
980,-22,-1,1032,NE,38.88,0,0,11,11
981,-22,-2,1032,NE,44.69,0,0,18,18
982,-21,-2,1033,NE,50.5,0,0,16,16
983,-22,-2,1034,NE,56.31,0,0,11,11
984,-21,-3,1035,NE,61.23,0,0,10,10
985,-22,-3,1035,NE,67.04,0,0,11,11
986,-22,-3,1035,NE,72.85,0,0,10,10
987,-22,-3,1035,NE,77.77,0,0,10,10
988,-22,-4,1035,NE,82.69,0,0,12,12
989,-23,-4,1034,NE,89.84,0,0,12,12
990,-23,-5,1034,NE,95.65,0,0,10,10
991,-23,-5,1035,NW,5.81,0,0,10,10
992,-22,-6,1036,NW,9.83,0,0,9,9
993,-22,-5,1037,NW,14.75,0,0,9,9
994,-22,-4,1037,NW,19.67,0,0,11,11
995,-22,-4,1037,NW,25.48,0,0,12,12
996,-22,-3,1037,NE,5.81,0,0,12,12
997,-22,-3,1036,NE,11.62,0,0,12,12
998,-24,-2,1036,NW,4.92,0,0,21,21
999,-23,-2,1035,NE,4.02,0,0,18,18
1000,-23,-2,1035,NE,7.15,0,0,13,13
1001,-23,-2,1035,NW,4.02,0,0,18,18
1002,-23,-2,1035,NE,4.92,0,0,17,17
1003,-22,-3,1035,NE,8.05,0,0,19,19
1004,-21,-3,1036,NE,11.18,0,0,22,22
1005,-21,-5,1036,NW,3.13,0,0,20,20
1006,-21,-5,1036,NW,8.05,0,0,24,24
1007,-20,-5,1037,NW,11.18,0,0,19,19
1008,-21,-5,1038,NE,4.02,0,0,13,13
1009,-22,-5,1038,NE,9.83,0,0,17,17
1010,-22,-6,1038,NE,14.75,0,0,22,22
1011,-22,-6,1038,NE,18.77,0,0,16,16
1012,-22,-7,1037,NE,22.79,0,0,16,16
1013,-23,-8,1037,NW,3.13,0,0,11,11
1014,-22,-8,1037,NW,7.15,0,0,10,10
1015,-22,-9,1038,NW,11.17,0,0,9,9
1016,-23,-9,1038,NW,14.3,0,0,11,11
1017,-21,-9,1038,NW,17.43,0,0,14,14
1018,-22,-6,1038,NE,4.02,0,0,21,21
1019,-22,-5,1037,NE,7.15,0,0,26,26
1020,-22,-4,1036,NW,3.13,0,0,21,21
1021,-23,-3,1035,cv,3.13,0,0,19,19
1022,-23,-2,1034,NW,3.13,0,0,13,13
1023,-23,-1,1033,NW,6.26,0,0,13,13
1024,-23,-1,1032,cv,1.79,0,0,13,13
1025,-23,-1,1032,NE,1.79,0,0,13,13
1026,-23,-1,1031,NE,3.58,0,0,11,11
1027,-22,-3,1031,NE,5.37,0,0,19,19
1028,-21,-4,1032,SE,0.89,0,0,22,22
1029,-19,-5,1032,cv,0.89,0,0,50,50
1030,-18,-6,1032,cv,1.34,0,0,58,58
1031,-16,-8,1032,cv,1.79,0,0,60,60
1032,-18,-8,1032,NE,0.89,0,0,69,69
1033,-18,-8,1031,NW,3.13,0,0,108,108
1034,-18,-11,1031,NW,6.26,0,0,51,51
1035,-19,-8,1031,NW,8.05,0,0,54,54
1036,-19,-11,1030,NW,11.18,0,0,38,38
1037,-19,-10,1030,NW,14.31,0,0,27,27
1038,-19,-11,1030,NW,16.1,0,0,23,23
1039,-19,-11,1030,NW,19.23,0,0,27,27
1040,-19,-11,1030,NW,21.02,0,0,28,28
1041,-17,-10,1031,NW,24.15,0,0,24,24
1042,-17,-7,1031,cv,0.89,0,0,26,26
1043,-18,-5,1031,cv,1.78,0,0,23,23
1044,-18,-3,1030,SE,1.79,0,0,37,37
1045,-19,0,1029,cv,0.89,0,0,46,46
1046,-20,1,1028,SE,1.79,0,0,49,49
1047,-20,3,1027,cv,1.79,0,0,53,53
1048,-20,3,1026,SE,3.13,0,0,57,57
1049,-20,3,1026,SE,7.15,0,0,51,51
1050,-20,2,1026,SE,11.17,0,0,64,64
1051,-18,0,1026,SE,15.19,0,0,100,100
1052,-15,-1,1027,SE,18.32,0,0,113,113
1053,-15,0,1027,SE,22.34,0,0,136,136
1054,-15,-4,1027,cv,0.89,0,0,213,213
1055,-13,-5,1028,cv,1.78,0,0,259,259
1056,-13,-6,1028,cv,2.67,0,0,267,267
1057,-13,-7,1028,NE,0.89,0,0,351,351
1058,-14,-7,1029,cv,0.89,0,0,980,980
1059,-14,-5,1029,NW,3.13,0,0,NA,NA
1060,-14,-6,1030,NW,6.26,0,0,599,599
1061,-14,-5,1030,NW,10.28,0,0,39,39
1062,-17,-3,1030,NW,15.2,0,0,7,7
1063,-17,-3,1031,NE,4.02,0,0,8,8
1064,-18,-4,1032,NW,4.02,0,0,7,7
1065,-20,-3,1033,NW,8.94,0,0,7,7
1066,-21,-3,1034,NW,14.75,0,0,7,7
1067,-22,-3,1035,NW,20.56,0,0,16,16
1068,-22,-3,1035,NE,5.81,0,0,19,19
1069,-23,-2,1035,NW,4.92,0,0,15,15
